CNS,COD_MCPIO,MCPIO
41.71,05873,Vigía del Fuerte
57.43,05885,Yalí
76.81,05887,Yarumal
67.28,05890,Yolombó
61.26,05893,Yondó
83.7,05895,Zaragoza
87.09,08001,Barranquilla
79.76,08078,Baranoa
66.5,08137,Campo de la Cruz
67.02,08141,Candelaria
64.2,08296,Galapa
64.38,08372,Juan de Acosta
71.59,08421,Luruaco
65.54,08433,Malambo
61.93,08436,Manatí
72.44,08520,Palmar de Varela
61.84,08549,Piojó
61.35,08558,Polonuevo
62.74,08560,Ponedera
118.61,08573,Puerto Colombia
61.67,08606,Repelón
77.08,08634,Sabanagrande
76.93,08638,Sabanalarga
42.15,08675,Santa Lucía
52.67,08685,Santo Tomás
65.31,08758,Soledad
62.98,08770,Suan
44.92,08832,Tubará
52.32,08849,Usiacurí
85.97,11001,"Bogotá, D.C."
91.23,13001,Cartagena
70.01,13006,Achí
50.15,13030,Altos del Rosario
70.63,13042,Arenal
78.77,13052,Arjona
71.92,13062,Arroyohondo
72.43,13074,Barranco de Loba
77.62,13140,Calamar
64.08,13160,Cantagallo
69.42,13188,Cicuco
77.72,13212,Córdoba
68.92,13222,Clemencia
76.03,13244,El Carmen de Bolívar
65.66,13248,El Guamo
68.25,13268,El Peñón
64.06,13300,Hatillo de Loba
72.84,13430,Magangué
77.69,13433,Mahates
73.75,13440,Margarita
70.23,13442,María la Baja
39.8,13458,Montecristo
75.24,13468,Mompós
55.71,13473,Morales
48.1,13490,Norosi
72.32,13549,Pinillos
52.35,13580,Regidor
52.21,13600,Río Viejo
69.57,13620,San Cristóbal
75.75,13647,San Estanislao
47.57,13650,San Fernando
76.22,13654,San Jacinto
60.7,13655,San Jacinto del Cauca
76.96,13657,San Juan Nepomuceno
79.05,13667,San Martín de Loba
63.04,13670,San Pablo
83.9,13673,Santa Catalina
60.73,13683,Santa Rosa
75.3,13688,Santa Rosa del Sur
66.55,13744,Simití
64.43,13760,Soplaviento
69.86,13780,Talaigua Nuevo
76.96,13810,Tiquisio
66.72,13836,Turbaco
81.53,13838,Turbaná
61.51,13873,Villanueva
75.78,13894,Zambrano
94.62,15001,Tunja
80.9,15022,Almeida
87.08,15047,Aquitania
87.15,15051,Arcabuco
90.64,15087,Belén
94.79,15090,Berbeo
67.33,15092,Betéitiva
85.29,15097,Boavita
71.18,15104,Boyacá
79.19,15106,Briceño
98.98,15109,Buenavista
59.62,15114,Busbanzá
82.18,15131,Caldas
62.15,15135,Campohermoso
84.19,15162,Cerinza
81.25,15172,Chinavita
96.2,15176,Chiquinquirá
80.23,15180,Chiscas
86.28,15183,Chita
78.32,15185,Chitaraque
62.11,15187,Chivatá
85.62,15189,Ciénega
93.65,15204,Cómbita
79.74,15212,Coper
94.2,15215,Corrales
84.15,15218,Covarachía
25.96,15223,Cubará
93.47,15224,Cucaita
78.4,15226,Cuítiva
73.46,15232,Chíquiza
60.63,15236,Chivor
94.15,15238,Duitama
92.23,15244,El Cocuy
84.88,15248,El Espino
71.35,15272,Firavitoba
82.98,15276,Floresta
109.39,15293,Gachantivá
75.84,15296,Gameza
79.75,15299,Garagoa
73.11,15317,Guacamayas
94.85,15322,Guateque
90.56,15325,Guayatá
64.56,15332,Güicán
85.96,15362,Iza
76.25,15367,Jenesano
81.03,15368,Jericó
64.42,15377,Labranzagrande
81.17,15380,La Capilla
84.13,15401,La Victoria
75.46,15403,La Uvita
103.43,15407,Villa de Leyva
70.88,15425,Macanal
86.14,15442,Maripí
75.09,15455,Miraflores
75.16,15464,Mongua
87.09,15466,Monguí
79.77,15469,Moniquirá
63.18,15476,Motavita
81.99,15480,Muzo
79.7,15491,Nobsa
83.43,15494,Nuevo Colón
70.8,15511,Pachavita
72.86,15514,Páez
97.95,15516,Paipa
78.29,15518,Pajarito
106.6,15522,Panqueba
89.04,15531,Pauna
66.51,15533,Paya
88.12,15537,Paz de Río
70.65,15542,Pesca
69.47,15550,Pisba
92.22,15572,Puerto Boyacá
96.36,15580,Quípama
87.31,15599,Ramiriquí
64.16,15600,Ráquira
80.84,15621,Rondón
79.85,15632,Saboyá
67.83,15638,Sáchica
105.19,15646,Samacá
85.87,15660,San Eduardo
75.18,15664,San José de Pare
91.74,15667,San Luis de Gaceno
86.87,15673,San Mateo
117.29,15676,San Miguel de Sema
84.54,15681,San Pablo de Borbur
67.25,15690,Santa María
72.7,15693,Santa Rosa de Viterbo
79.14,15696,Santa Sofía
73.85,15720,Sativanorte
98.39,15723,Sativasur
104.97,15740,Siachoque
87.02,15753,Soatá
80.84,15755,Socotá
92.38,15757,Socha
103.63,15759,Sogamoso
102.84,15761,Somondoco
91.39,15762,Sora
71.45,15763,Sotaquirá
121.11,15764,Soracá
66.67,15774,Susacón
74.06,15776,Sutamarchán
64.17,15778,Sutatenza
82.4,15790,Tasco
85.31,15798,Tenza
79.47,15804,Tibaná
80.31,15806,Tibasosa
81.68,15808,Tinjacá
79.07,15810,Tipacoque
87.2,15814,Toca
91.77,15816,Togüí
69.83,15820,Tópaga
84.47,15822,Tota
108.89,15832,Tununguá
131.92,15835,Turmequé
115.32,15837,Tuta
88.62,15839,Tutazá
68.87,15842,Umbita
84.36,15861,Ventaquemada
63.32,15879,Viracachá
103.22,15897,Zetaquira
75.34,17001,Manizales
81.29,17013,Aguadas
73.16,17042,Anserma
86.54,17050,Aranzazu
77.19,17088,Belalcázar
82.58,17174,Chinchiná
70.18,17272,Filadelfia
74.71,17380,La Dorada
98.51,17388,La Merced
75.98,17433,Manzanares
86.44,17442,Marmato
87.21,17444,Marquetalia
69.93,17446,Marulanda
85.3,17486,Neira
81.36,17495,Norcasia
80.17,17513,Pácora
88.14,17524,Palestina
79.01,17541,Pensilvania
83.46,17614,Riosucio
91.84,17616,Risaralda
63.93,17653,Salamina
79.83,17662,Samaná
88.06,17665,San José
77.17,17777,Supía
73.56,17867,Victoria
76.59,17873,Villamaría
92.29,17877,Viterbo
79.18,18001,Florencia
67.99,18029,Albania
56.81,18094,Belén de los Andaquies
60.79,18150,Cartagena del Chairá
68.38,18205,Curillo
72.43,18247,El Doncello
51.62,18256,El Paujil
63.68,18410,La Montañita
50.52,18460,Milán
89.49,18479,Morelia
58.57,18592,Puerto Rico
65.71,18610,San José del Fragua
77.11,18753,San Vicente del Caguán
44.62,18756,Solano
63.27,18785,Solita
52.88,18860,Valparaíso
84.84,19001,Popayán
57.29,19022,Almaguer
69.21,19050,Argelia
62.17,19075,Balboa
69.83,19100,Bolívar
55.56,19110,Buenos Aires
59.3,19130,Cajibío
67.84,19137,Caldono
83.69,19142,Caloto
81.95,19212,Corinto
63.01,19256,El Tambo
85.06,19290,Florencia
60.13,19300,Guachene
47.25,19318,Guapi
73.92,19355,Inzá
70.31,19364,Jambaló
67.68,19392,La Sierra
45.65,19397,La Vega
35.41,19418,López
54.97,19450,Mercaderes
80.04,19455,Miranda
58.76,19473,Morales
66.52,19513,Padilla
44.25,19517,Paez
72.18,19532,Patía
46.93,19533,Piamonte
74.31,19548,Piendamó
85.57,19573,Puerto Tejada
52.88,19585,Puracé
69.15,19622,Rosas
50.0,19693,San Sebastián
73.09,19698,Santander de Quilichao
58.27,19701,Santa Rosa
56.1,19743,Silvia
53.29,19760,Sotara
47.1,19780,Suárez
48.43,19785,Sucre
70.06,19807,Timbío
30.3,19809,Timbiquí
61.66,19821,Toribio
50.58,19824,Totoró
58.78,19845,Villa Rica
75.82,20001,Valledupar
70.09,20011,Aguachica
75.43,20013,Agustín Codazzi
64.59,20032,Astrea
63.39,20045,Becerril
70.8,20060,Bosconia
71.28,20175,Chimichagua
74.71,20178,Chiriguaná
68.83,20228,Curumaní
73.03,20238,El Copey
74.77,20250,El Paso
55.27,20295,Gamarra
71.3,20310,González
63.27,20383,La Gloria
62.97,20400,La Jagua de Ibirico
97.21,20443,Manaure
70.61,20517,Pailitas
69.35,20550,Pelaya
37.56,20570,Pueblo Bello
71.05,20614,Río de Oro
70.65,20621,La Paz
66.0,20710,San Alberto
65.85,20750,San Diego
60.38,20770,San Martín
78.96,20787,Tamalameque
82.29,23001,Montería
68.2,23068,Ayapel
66.55,23079,Buenavista
87.6,23090,Canalete
83.63,23162,Cereté
65.27,23168,Chimá
80.26,23182,Chinú
79.3,23189,Ciénaga de Oro
65.05,23300,Cotorra
63.01,23350,La Apartada
92.92,23417,Lorica
77.89,23419,Los Córdobas
70.09,23464,Momil
79.0,23466,Montelíbano
69.36,23500,Moñitos
86.16,23555,Planeta Rica
69.0,23570,Pueblo Nuevo
76.61,23574,Puerto Escondido
67.28,23580,Puerto Libertador
83.97,23586,Purísima
82.01,23660,Sahagún
72.86,23670,San Andrés Sotavento
74.09,23672,San Antero
69.17,23675,San Bernardo del Viento
74.34,23678,San Carlos
60.2,23682,San José de Uré
70.1,23686,San Pelayo
79.59,23807,Tierralta
55.54,23815,Tuchín
86.0,23855,Valencia
81.55,25001,Agua de Dios
66.84,25019,Albán
83.77,25035,Anapoima
90.87,25040,Anolaima
87.08,25053,Arbeláez
96.46,25086,Beltrán
85.83,25095,Bituima
79.06,25099,Bojacá
73.65,25120,Cabrera
68.6,25123,Cachipay
79.25,25126,Cajicá
76.79,25148,Caparrapí
83.56,25151,Caqueza
73.47,25154,Carmen de Carupa
52.92,25168,Chaguaní
104.18,25175,Chía
72.48,25178,Chipaque
105.32,25181,Choachí
78.86,25183,Chocontá
84.82,25200,Cogua
172.51,25214,Cota
86.67,25224,Cucunubá
84.77,25245,El Colegio
69.64,25258,El Peñón
80.39,25260,El Rosal
81.23,25269,Facatativá
81.24,25279,Fomeque
80.57,25281,Fosca
98.44,25286,Funza
168.01,25288,Fúquene
88.79,25290,Fusagasugá
87.18,25293,Gachala
57.42,25295,Gachancipá
89.26,25297,Gachetá
78.74,25299,Gama
89.11,25307,Girardot
73.82,25312,Granada
79.91,25317,Guachetá
86.3,25320,Guaduas
93.95,25322,Guasca
84.66,25324,Guataquí
80.41,25326,Guatavita
81.51,25328,Guayabal de Siquima
88.25,25335,Guayabetal
75.32,25339,Gutiérrez
92.62,25368,Jerusalén
75.14,25372,Junín
130.19,25377,La Calera
83.03,25386,La Mesa
80.63,25394,La Palma
75.07,25398,La Peña
79.92,25402,La Vega
76.62,25407,Lenguazaque
95.66,25426,Macheta
78.33,25430,Madrid
89.19,25436,Manta
84.53,25438,Medina
88.91,25473,Mosquera
71.32,25483,Nariño
91.26,25486,Nemocón
112.47,25488,Nilo
76.34,25489,Nimaima
80.06,25491,Nocaima
100.38,25506,Venecia
90.5,25513,Pacho
75.68,25518,Paime
68.32,25524,Pandi
82.49,25530,Paratebueno
118.03,25535,Pasca
93.35,25572,Puerto Salgar
55.56,25580,Pulí
89.18,25592,Quebradanegra
110.57,25594,Quetame
90.58,25596,Quipile
60.21,25599,Apulo
58.15,25612,Ricaurte
77.48,25645,San Antonio del Tequendama
85.16,25649,San Bernardo
82.52,25653,San Cayetano
72.43,25658,San Francisco
89.84,25662,San Juan de Río Seco
79.89,25718,Sasaima
82.88,25736,Sesquilé
88.43,25740,Sibaté
76.36,25743,Silvania
75.03,25745,Simijaca
78.19,25754,Soacha
96.87,25758,Sopó
125.54,25769,Subachoque
72.26,25772,Suesca
91.41,25777,Supatá
56.99,25779,Susa
67.98,25781,Sutatausa
94.48,25785,Tabio
93.35,25793,Tausa
87.61,25797,Tena
158.15,25799,Tenjo
96.42,25805,Tibacuy
91.19,25807,Tibirita
69.09,25815,Tocaima
88.9,25817,Tocancipá
75.72,25823,Topaipí
96.07,25839,Ubalá
85.89,25841,Ubaque
90.84,25843,Villa de San Diego de Ubate
84.63,25845,Une
88.46,25851,Útica
71.87,25862,Vergara
70.57,25867,Vianí
109.4,25871,Villagómez
103.29,25873,Villapinzón
94.2,25875,Villeta
92.15,25878,Viotá
75.84,25885,Yacopí
75.93,25898,Zipacón
83.71,25899,Zipaquirá
78.15,27001,Quibdó
66.08,27006,Acandí
25.46,27025,Alto Baudo
57.86,27050,Atrato
34.03,27073,Bagadó
69.49,27075,Bahía Solano
22.85,27077,Bajo Baudó
29.75,27099,Bojaya
53.26,27135,El Cantón del San Pablo
25.35,27150,Carmen del Darien
62.42,27160,Cértegui
77.19,27205,Condoto
59.97,27245,El Carmen de Atrato
23.61,27250,El Litoral del San Juan
85.45,27361,Istmina
25.61,27372,Juradó
39.08,27413,Lloró
12.44,27425,Medio Atrato
24.48,27430,Medio Baudó
52.7,27450,Medio San Juan
45.99,27491,Nóvita
21.12,27495,Nuquí
53.86,27580,Río Iro
53.62,27600,Río Quito
40.5,27615,Riosucio
55.16,27660,San José del Palmar
31.27,27745,Sipí
75.66,27787,Tadó
65.1,27800,Unguía
57.81,27810,Unión Panamericana
79.24,41001,Neiva
98.71,41006,Acevedo
77.03,41013,Agrado
78.29,41016,Aipe
72.39,41020,Algeciras
70.2,41026,Altamira
54.14,41078,Baraya
78.21,41132,Campoalegre
62.6,41206,Colombia
83.69,41298,Garzón
96.87,41306,Gigante
86.91,41319,Guadalupe
72.48,41349,Hobo
85.97,41357,Iquira
84.44,41359,Isnos
75.52,41378,La Argentina
79.05,41396,La Plata
85.22,41483,Nátaga
68.93,41503,Oporapa
66.41,41518,Paicol
98.51,41524,Palermo
87.89,41530,Palestina
82.18,41548,Pital
86.9,41551,Pitalito
88.33,41615,Rivera
69.98,41660,Saladoblanco
75.76,41668,San Agustín
79.46,41676,Santa María
79.14,41770,Suaza
84.54,41791,Tarqui
77.59,41797,Tesalia
73.17,41799,Tello
71.23,41801,Teruel
75.78,41807,Timaná
73.83,41872,Villavieja
86.35,41885,Yaguará
77.26,44001,Riohacha
58.05,44035,Albania
58.8,44078,Barrancas
45.44,44090,Dibulla
52.95,44098,Distracción
64.77,44110,El Molino
76.22,44279,Fonseca
62.42,44378,Hatonuevo
44.59,44420,La Jagua del Pilar
65.4,44430,Maicao
37.13,44560,Manaure
76.1,44650,San Juan del Cesar
27.2,44847,Uribia
64.15,44855,Urumita
67.0,44874,Villanueva
86.77,47001,Santa Marta
66.95,47030,Algarrobo
58.71,47053,Aracataca
71.39,47058,Ariguaní
55.05,47161,Cerro San Antonio
64.56,47170,Chibolo
68.66,47189,Ciénaga
86.36,47205,Concordia
72.51,47245,El Banco
61.38,47258,El Piñon
72.88,47268,El Retén
74.17,47288,Fundación
82.16,47318,Guamal
57.61,47460,Nueva Granada
71.91,47541,Pedraza
80.0,47545,Pijiño del Carmen
69.33,47551,Pivijay
58.31,47555,Plato
53.37,47570,Puebloviejo
48.55,47605,Remolino
55.26,47660,Sabanas de San Angel
70.45,47675,Salamina
76.07,47692,San Sebastián de Buenavista
63.89,47703,San Zenón
67.53,47707,Santa Ana
67.3,47720,Santa Bárbara de Pinto
54.75,47745,Sitionuevo
68.11,47798,Tenerife
57.8,47960,Zapayán
73.29,47980,Zona Bananera
82.5,50001,Villavicencio
84.8,50006,Acacías
77.92,50110,Barranca de Upía
71.15,50124,Cabuyaro
75.41,50150,Castilla la Nueva
76.78,50223,Cubarral
84.17,50226,Cumaral
83.08,50245,El Calvario
75.16,50251,El Castillo
80.12,50270,El Dorado
76.96,50287,Fuente de Oro
86.72,50313,Granada
81.09,50318,Guamal
43.68,50325,Mapiripán
56.98,50330,Mesetas
38.46,50350,La Macarena
60.23,50370,Uribe
74.8,50400,Lejanías
66.22,50450,Puerto Concordia
55.88,50568,Puerto Gaitán
89.66,50573,Puerto López
55.38,50577,Puerto Lleras
60.49,50590,Puerto Rico
104.92,50606,Restrepo
82.11,50680,San Carlos de Guaroa
68.44,50683,San Juan de Arama
86.54,50686,San Juanito
74.41,50689,San Martín
75.14,50711,Vistahermosa
98.36,52001,Pasto
89.89,52019,Albán
110.49,52022,Aldana
88.42,52036,Ancuyá
80.43,52051,Arboleda
35.94,52079,Barbacoas
95.06,52083,Belén
60.04,52110,Buesaco
76.83,52203,Colón
57.96,52207,Consaca
48.59,52210,Contadero
80.04,52215,Córdoba
62.32,52224,Cuaspud
77.18,52227,Cumbal
102.49,52233,Cumbitara
70.65,52240,Chachagüí
56.0,52250,El Charco
45.85,52256,El Rosario
79.91,52258,El Tablón de Gómez
79.26,52260,El Tambo
59.7,52287,Funes
83.25,52317,Guachucal
73.05,52320,Guaitarilla
102.36,52323,Gualmatán
93.13,52352,Iles
81.33,52354,Imués
90.48,52356,Ipiales
86.2,52378,La Cruz
83.46,52381,La Florida
66.33,52385,La Llanada
51.38,52390,La Tola
85.52,52399,La Unión
70.42,52405,Leiva
75.89,52411,Linares
94.55,52418,Los Andes
16.68,52427,Magüi
66.43,52435,Mallama
25.4,52473,Mosquera
76.03,52480,Nariño
42.07,52490,Olaya Herrera
80.21,52506,Ospina
29.8,52520,Francisco Pizarro
87.62,52573,Puerres
99.16,52585,Pupiales
42.9,52612,Ricaurte
37.57,52621,Roberto Payán
73.03,52678,Samaniego
78.18,52683,Sandoná
72.45,52685,San Bernardo
82.78,52687,San Lorenzo
76.42,52693,San Pablo
62.12,52694,San Pedro de Cartago
26.22,52696,Santa Bárbara
54.44,52699,Santacruz
70.83,52720,Sapuyes
93.63,52786,Taminango
52.17,52788,Tangua
49.24,52835,San Andres de Tumaco
73.07,52838,Túquerres
79.6,52885,Yacuanquer
82.53,54001,Cúcuta
59.08,54003,Abrego
56.72,54051,Arboledas
78.23,54099,Bochalema
52.18,54109,Bucarasica
70.56,54125,Cácota
56.14,54128,Cachirá
77.41,54172,Chinácota
67.53,54174,Chitagá
68.26,54206,Convención
68.38,54223,Cucutilla
76.39,54239,Durania
39.28,54245,El Carmen
56.06,54250,El Tarra
84.0,54261,El Zulia
59.96,54313,Gramalote
42.76,54344,Hacarí
28.13,54347,Herrán
65.76,54377,Labateca
71.71,54385,La Esperanza
66.61,54398,La Playa
71.01,54405,Los Patios
57.88,54418,Lourdes
86.23,54480,Mutiscua
74.76,54498,Ocaña
77.77,54518,Pamplona
70.16,54520,Pamplonita
74.55,54553,Puerto Santander
78.84,54599,Ragonvalia
69.91,54660,Salazar
32.91,54670,San Calixto
65.92,54673,San Cayetano
69.83,54680,Santiago
57.02,54720,Sardinata
76.17,54743,Silos
55.67,54800,Teorama
67.31,54810,Tibú
79.72,54820,Toledo
53.33,54871,Villa Caro
72.69,54874,Villa del Rosario
90.22,63001,Armenia
63.21,63111,Buenavista
86.31,63130,Calarca
79.76,63190,Circasia
91.46,63212,Córdoba
99.41,63272,Filandia
93.66,63302,Génova
83.16,63401,La Tebaida
80.6,63470,Montenegro
139.29,63548,Pijao
91.75,63594,Quimbaya
115.46,63690,Salento
93.39,66001,Pereira
76.43,66045,Apía
79.35,66075,Balboa
78.92,66088,Belén de Umbría
78.29,66170,Dosquebradas
87.63,66318,Guática
74.77,66383,La Celia
94.13,66400,La Virginia
75.18,66440,Marsella
40.74,66456,Mistrató
47.42,66572,Pueblo Rico
86.53,66594,Quinchía
80.88,66682,Santa Rosa de Cabal
71.38,66687,Santuario
88.77,68001,Bucaramanga
77.78,68013,Aguada
67.57,68020,Albania
91.85,68051,Aratoca
79.99,68077,Barbosa
69.33,68079,Barichara
95.56,68081,Barrancabermeja
79.11,68092,Betulia
71.46,68101,Bolívar
72.09,68121,Cabrera
73.17,68132,California
79.28,68147,Capitanejo
77.16,68152,Carcasí
73.38,68160,Cepitá
85.46,68162,Cerrito
90.86,68167,Charalá
64.9,68169,Charta
70.92,68176,Chima
75.0,68179,Chipatá
81.81,68190,Cimitarra
62.02,68207,Concepción
76.02,68209,Confines
92.27,68211,Contratación
77.91,68217,Coromoro
74.43,68229,Curití
53.49,68235,El Carmen de Chucurí
76.0,68245,El Guacamayo
47.94,68250,El Peñón
67.41,68255,El Playón
53.13,68264,Encino
90.65,68266,Enciso
71.53,68271,Florián
80.01,68276,Floridablanca
79.1,68296,Galán
70.24,68298,Gambita
78.56,68307,Girón
62.2,68318,Guaca
100.94,68320,Guadalupe
63.58,68322,Guapotá
34.3,68324,Guavatá
84.42,68327,Güepsa
75.32,68344,Hato
78.41,68368,Jesús María
95.6,68370,Jordán
80.72,68377,La Belleza
84.36,68385,Landázuri
61.16,68397,La Paz
83.26,68406,Lebríja
77.72,68418,Los Santos
78.71,68425,Macaravita
88.3,68432,Málaga
109.03,68444,Matanza
77.81,68464,Mogotes
70.76,68468,Molagavita
62.66,68498,Ocamonte
95.73,68500,Oiba
70.91,68502,Onzaga
104.21,68522,Palmar
80.49,68524,Palmas del Socorro
80.32,68533,Páramo
84.6,68547,Piedecuesta
68.99,68549,Pinchote
125.55,68572,Puente Nacional
68.48,68573,Puerto Parra
76.21,68575,Puerto Wilches
88.0,68615,Rionegro
77.7,68655,Sabana de Torres
90.57,68669,San Andrés
71.26,68673,San Benito
105.97,68679,San Gil
79.88,68682,San Joaquín
61.72,68684,San José de Miranda
83.13,68686,San Miguel
69.94,68689,San Vicente de Chucurí
67.33,68705,Santa Bárbara
83.9,68720,Santa Helena del Opón
67.08,68745,Simacota
81.75,68755,Socorro
87.88,68770,Suaita
76.48,68773,Sucre
67.23,68780,Suratá
80.6,68820,Tona
74.88,68855,Valle de San José
74.79,68861,Vélez
66.9,68867,Vetas
69.49,68872,Villanueva
83.94,68895,Zapatoca
84.52,70001,Sincelejo
73.42,70110,Buenavista
63.45,70124,Caimito
76.91,70204,Colosó
85.66,70215,Corozal
76.31,70221,Coveñas
74.16,70230,Chalán
73.17,70233,El Roble
71.67,70235,Galeras
58.44,70265,Guaranda
74.04,70400,La Unión
74.5,70418,Los Palmitos
80.87,70429,Majagual
57.61,70473,Morroa
76.77,15380,La Capilla
81.38,70508,Ovejas
71.68,70523,Palmito
72.55,70670,Sampués
62.4,70678,San Benito Abad
73.74,70702,San Juan de Betulia
69.2,70708,San Marcos
66.16,70713,San Onofre
73.35,70717,San Pedro
71.42,70742,Sincé
53.66,70771,Sucre
66.24,70820,Santiago de Tolú
80.13,70823,Toluviejo
87.78,73001,Ibagué
83.71,73024,Alpujarra
81.42,73026,Alvarado
60.67,73030,Ambalema
66.5,73043,Anzoátegui
80.07,73055,Armero
68.89,73067,Ataco
76.9,73124,Cajamarca
79.91,73148,Carmen de Apicalá
70.74,73152,Casabianca
74.41,73168,Chaparral
83.99,73200,Coello
92.06,73217,Coyaima
94.55,73226,Cunday
81.82,73236,Dolores
93.75,73268,Espinal
100.38,73270,Falan
70.35,73275,Flandes
79.46,73283,Fresno
78.43,73319,Guamo
73.65,73347,Herveo
78.16,73349,Honda
86.49,73352,Icononzo
84.09,73408,Lérida
86.01,73411,Líbano
84.94,73443,Mariquita
102.12,73449,Melgar
61.82,73461,Murillo
88.04,73483,Natagaima
71.87,73504,Ortega
65.01,73520,Palocabildo
67.45,73547,Piedras
78.74,73555,Planadas
91.56,73563,Prado
88.34,73585,Purificación
62.25,73616,Rioblanco
73.92,73622,Roncesvalles
84.5,73624,Rovira
78.83,73671,Saldaña
83.11,73675,San Antonio
88.88,73678,San Luis
81.76,73686,Santa Isabel
81.04,73770,Suárez
79.68,73854,Valle de San Juan
79.93,73861,Venadillo
70.59,73870,Villahermosa
89.46,73873,Villarrica
74.64,76001,Cali
57.7,76020,Alcalá
54.02,76036,Andalucía
61.04,76041,Ansermanuevo
63.74,76054,Argelia
64.16,76100,Bolívar
59.75,76109,Buenaventura
76.52,76111,Guadalajara de Buga
69.34,76113,Bugalagrande
59.74,76122,Caicedonia
73.03,76126,Calima El Darien
69.11,76130,Candelaria
71.9,76147,Cartago
56.58,76233,Dagua
65.32,76243,El Águila
60.37,76246,El Cairo
75.82,76248,El Cerrito
61.84,76250,El Dovio
76.03,76275,Florida
87.73,76306,Ginebra
61.72,76318,Guacarí
62.83,76364,Jamundí
68.31,76377,La Cumbre
73.2,76400,La Unión
84.22,76403,La Victoria
48.94,76497,Obando
70.3,76520,Palmira
68.29,76563,Pradera
81.67,76606,Restrepo
68.16,76616,Riofrío
80.46,76622,Roldanillo
61.38,76670,San Pedro
66.45,76736,Sevilla
76.92,15401,La Victoria
65.31,76823,Toro
63.41,76828,Trujillo
76.12,76834,Tuluá
54.38,76845,Ulloa
59.88,76863,Versalles
62.58,76869,Vijes
65.99,76890,Yotoco
84.9,76892,Yumbo
69.36,76895,Zarzal
75.78,81001,Arauca
53.01,81065,Arauquita
67.19,81220,Cravo Norte
77.13,81300,Fortul
55.17,81591,Puerto Rondón
71.78,81736,Saravena
101.88,81794,Tame
87.16,85001,Yopal
80.59,85010,Aguazul
55.32,85015,Chameza
62.9,85125,Hato Corozal
50.69,85136,La Salina
65.6,85139,Maní
76.73,85162,Monterrey
71.15,85225,Nunchía
65.13,85230,Orocué
74.83,85250,Paz de Ariporo
65.77,85263,Pore
49.48,85279,Recetor
88.54,85300,Sabanalarga
58.17,85315,Sácama
59.97,85325,San Luis de Palenque
62.95,85400,Támara
80.91,85410,Tauramena
81.35,85430,Trinidad
81.69,85440,Villanueva
83.27,86001,Mocoa
82.88,86219,Colón
79.17,86320,Orito
74.49,86568,Puerto Asís
53.58,86569,Puerto Caicedo
37.35,86571,Puerto Guzmán
50.78,86573,Leguízamo
110.07,86749,Sibundoy
65.59,86755,San Francisco
73.94,86757,San Miguel
65.23,86760,Santiago
77.94,86865,Valle del Guamuez
87.44,86885,Villagarzón
85.96,88001,San Andrés
70.28,88564,Providencia
80.77,91001,Leticia
32.74,91263,El Encanto
29.49,91405,La Chorrera
34.91,91407,La Pedrera
0.0,91430,La Victoria
30.65,91460,Miriti - Paraná
29.03,91530,Puerto Alegría
40.74,91536,Puerto Arica
36.86,91540,Puerto Nariño
22.84,91669,Puerto Santander
41.75,91798,Tarapacá
37.64,94001,Inírida
19.28,94343,Barranco Minas
36.22,94663,Mapiripana
17.06,94883,San Felipe
6.98,94884,Puerto Colombia
