CNS,COD_MCPIO,MCPIO
74.93,13647,San Estanislao
43.5,13650,San Fernando
94.97,13654,San Jacinto
44.31,13655,San Jacinto del Cauca
82.54,13657,San Juan Nepomuceno
67.53,13667,San Martín de Loba
53.8,13670,San Pablo
81.86,13673,Santa Catalina
47.44,13683,Santa Rosa
48.59,13688,Santa Rosa del Sur
49.84,13744,Simití
81.3,13760,Soplaviento
75.75,13780,Talaigua Nuevo
56.5,13810,Tiquisio
94.55,13836,Turbaco
62.74,13838,Turbaná
68.67,13873,Villanueva
76.21,13894,Zambrano
73.98,15001,Tunja
70.75,15022,Almeida
74.92,15047,Aquitania
96.77,15051,Arcabuco
96.24,15087,Belén
51.1,15090,Berbeo
42.77,15092,Betéitiva
67.5,15097,Boavita
79.45,15104,Boyacá
73.12,15106,Briceño
67.35,15109,Buenavista
39.24,15114,Busbanzá
77.87,15131,Caldas
46.89,15135,Campohermoso
68.67,15162,Cerinza
77.98,15172,Chinavita
73.84,15176,Chiquinquirá
65.05,15180,Chiscas
69.78,15183,Chita
78.88,15185,Chitaraque
21.71,15187,Chivatá
91.85,15189,Ciénega
69.92,15204,Cómbita
68.54,15212,Coper
77.3,15215,Corrales
77.37,15218,Covarachía
39.33,15223,Cubará
63.25,15224,Cucaita
90.08,15226,Cuítiva
61.44,15232,Chíquiza
75.91,15236,Chivor
89.23,15238,Duitama
62.69,15244,El Cocuy
85.49,15248,El Espino
68.83,15272,Firavitoba
49.83,15276,Floresta
65.25,15296,Gameza
67.48,15299,Garagoa
81.63,15317,Guacamayas
102.51,15322,Guateque
56.38,15325,Guayatá
29.15,15332,Güicán
67.63,15362,Iza
70.2,15367,Jenesano
75.0,15368,Jericó
37.13,15377,Labranzagrande
89.12,15380,La Capilla
48.03,15401,La Victoria
74.69,15403,La Uvita
85.27,15407,Villa de Leyva
69.16,15425,Macanal
59.42,15442,Maripí
69.64,15455,Miraflores
66.57,15464,Mongua
73.24,15466,Monguí
84.51,15469,Moniquirá
44.31,15476,Motavita
73.26,15480,Muzo
61.6,15491,Nobsa
60.12,15494,Nuevo Colón
52.89,15500,Oicatá
52.86,15507,Otanche
71.08,15511,Pachavita
61.84,15514,Páez
94.58,15516,Paipa
127.08,15518,Pajarito
127.27,15522,Panqueba
54.86,15531,Pauna
102.21,15533,Paya
68.44,15537,Paz de Río
61.79,15542,Pesca
118.57,15550,Pisba
68.48,15572,Puerto Boyacá
58.15,15580,Quípama
86.37,15599,Ramiriquí
24.02,15600,Ráquira
67.93,15621,Rondón
82.85,15632,Saboyá
76.73,15638,Sáchica
71.04,15646,Samacá
54.67,15660,San Eduardo
54.02,15664,San José de Pare
88.92,15667,San Luis de Gaceno
68.7,15673,San Mateo
63.51,15676,San Miguel de Sema
54.14,15681,San Pablo de Borbur
73.49,15686,Santana
59.43,15690,Santa María
77.89,15693,Santa Rosa de Viterbo
77.66,15696,Santa Sofía
68.92,15720,Sativanorte
93.24,15723,Sativasur
75.5,15740,Siachoque
104.02,15753,Soatá
75.47,15755,Socotá
84.39,15757,Socha
101.74,15759,Sogamoso
76.24,15761,Somondoco
79.67,15762,Sora
60.9,15763,Sotaquirá
127.85,15764,Soracá
60.37,15774,Susacón
70.66,15776,Sutamarchán
69.23,15778,Sutatenza
67.2,15790,Tasco
77.59,15798,Tenza
72.61,15804,Tibaná
57.42,15806,Tibasosa
90.24,15810,Tipacoque
69.6,15814,Toca
77.32,15816,Togüí
67.04,15820,Tópaga
89.6,15822,Tota
61.87,15832,Tununguá
117.37,15835,Turmequé
88.46,15837,Tuta
121.0,15839,Tutazá
42.8,15842,Umbita
74.07,15861,Ventaquemada
58.95,15879,Viracachá
106.09,15897,Zetaquira
75.47,17001,Manizales
71.15,17013,Aguadas
68.17,17042,Anserma
70.18,17050,Aranzazu
68.58,17088,Belalcázar
69.31,17174,Chinchiná
66.49,17272,Filadelfia
63.02,17380,La Dorada
99.18,17388,La Merced
58.53,17433,Manzanares
69.52,17442,Marmato
67.55,17444,Marquetalia
39.19,17446,Marulanda
42.41,17486,Neira
74.19,17495,Norcasia
58.99,17513,Pácora
59.42,17524,Palestina
50.52,17541,Pensilvania
63.7,17614,Riosucio
74.61,17616,Risaralda
55.82,17653,Salamina
58.76,17662,Samaná
51.21,17665,San José
74.12,17777,Supía
97.32,17867,Victoria
76.76,17873,Villamaría
84.59,17877,Viterbo
71.72,18001,Florencia
51.05,18029,Albania
149.67,19142,Caloto
51.77,18094,Belén de los Andaquies
49.94,18150,Cartagena del Chairá
71.96,15500,Oicatá
48.43,18205,Curillo
65.53,18247,El Doncello
39.05,18256,El Paujil
39.16,18410,La Montañita
43.19,18460,Milán
69.62,18479,Morelia
49.01,18592,Puerto Rico
66.56,18610,San José del Fragua
53.48,18753,San Vicente del Caguán
22.78,18756,Solano
55.23,18785,Solita
35.5,18860,Valparaíso
92.37,19001,Popayán
53.85,19022,Almaguer
63.76,19050,Argelia
47.25,19075,Balboa
56.59,19100,Bolívar
54.51,19110,Buenos Aires
64.81,19130,Cajibío
79.29,19137,Caldono
65.66,19212,Corinto
66.27,19256,El Tambo
68.67,19290,Florencia
54.09,19300,Guachene
40.23,19318,Guapi
63.02,19355,Inzá
60.06,19364,Jambaló
68.87,19392,La Sierra
24.47,19397,La Vega
31.97,19418,López
66.07,19450,Mercaderes
51.18,19455,Miranda
90.47,19473,Morales
75.42,19513,Padilla
55.81,19517,Paez
68.54,19532,Patía
64.43,19533,Piamonte
66.11,19548,Piendamó
74.97,19573,Puerto Tejada
58.6,19585,Puracé
57.01,19622,Rosas
44.91,19693,San Sebastián
79.5,19698,Santander de Quilichao
28.29,19701,Santa Rosa
66.08,19743,Silvia
43.55,19760,Sotara
73.73,19780,Suárez
55.11,19785,Sucre
70.46,19807,Timbío
38.99,19809,Timbiquí
75.13,19821,Toribio
54.16,19824,Totoró
62.7,19845,Villa Rica
73.82,20001,Valledupar
77.9,20011,Aguachica
82.47,20013,Agustín Codazzi
61.28,20032,Astrea
101.13,20045,Becerril
66.55,20060,Bosconia
75.42,20175,Chimichagua
96.09,20178,Chiriguaná
108.12,20228,Curumaní
80.3,20238,El Copey
106.25,20250,El Paso
49.88,20295,Gamarra
49.28,20310,González
75.55,20383,La Gloria
121.25,20400,La Jagua de Ibirico
59.3,20443,Manaure
81.25,20517,Pailitas
73.78,20550,Pelaya
47.09,20570,Pueblo Bello
87.68,20614,Río de Oro
83.43,20621,La Paz
64.81,20710,San Alberto
82.21,20750,San Diego
86.22,20770,San Martín
82.07,20787,Tamalameque
80.5,23001,Montería
60.66,23068,Ayapel
65.23,23079,Buenavista
65.51,23090,Canalete
84.36,23162,Cereté
65.13,23168,Chimá
73.44,23182,Chinú
64.29,23189,Ciénaga de Oro
84.36,23300,Cotorra
54.91,23350,La Apartada
60.63,52480,Nariño
80.31,23417,Lorica
48.95,23419,Los Córdobas
87.48,23464,Momil
73.59,23466,Montelíbano
74.01,23500,Moñitos
80.24,23555,Planeta Rica
55.65,23570,Pueblo Nuevo
54.47,23574,Puerto Escondido
48.77,23580,Puerto Libertador
81.64,23586,Purísima
88.27,23660,Sahagún
74.11,23670,San Andrés Sotavento
75.09,23672,San Antero
72.18,23675,San Bernardo del Viento
65.23,23678,San Carlos
73.6,23682,San José de Uré
73.66,23686,San Pelayo
63.1,23807,Tierralta
63.76,23815,Tuchín
67.9,23855,Valencia
76.05,25001,Agua de Dios
63.54,25019,Albán
85.27,25035,Anapoima
101.68,25040,Anolaima
59.04,25053,Arbeláez
75.82,25086,Beltrán
72.94,25095,Bituima
54.28,25099,Bojacá
74.52,25120,Cabrera
50.92,25123,Cachipay
86.34,25126,Cajicá
56.24,25148,Caparrapí
81.89,25151,Caqueza
62.33,25154,Carmen de Carupa
53.26,25168,Chaguaní
94.21,25175,Chía
76.04,25178,Chipaque
93.79,25181,Choachí
64.39,25183,Chocontá
72.3,25200,Cogua
212.23,25214,Cota
60.12,25224,Cucunubá
86.34,25245,El Colegio
78.99,25258,El Peñón
92.93,25260,El Rosal
72.59,25269,Facatativá
77.5,25279,Fomeque
59.18,25281,Fosca
103.62,25286,Funza
124.45,25288,Fúquene
83.38,25290,Fusagasugá
50.52,25293,Gachala
49.0,25295,Gachancipá
66.34,25297,Gachetá
84.54,25299,Gama
79.31,25307,Girardot
51.51,25312,Granada
93.34,25317,Guachetá
47.15,25320,Guaduas
85.02,25322,Guasca
64.43,25324,Guataquí
65.61,25326,Guatavita
79.3,25328,Guayabal de Siquima
111.41,25335,Guayabetal
69.03,25339,Gutiérrez
58.22,25368,Jerusalén
53.07,25372,Junín
112.8,25377,La Calera
72.84,25386,La Mesa
63.99,25394,La Palma
58.44,25398,La Peña
88.71,25402,La Vega
64.89,25407,Lenguazaque
89.31,25426,Macheta
89.55,25430,Madrid
47.74,25436,Manta
62.53,25438,Medina
120.45,25473,Mosquera
62.91,25483,Nariño
79.08,25486,Nemocón
46.21,25488,Nilo
29.82,25489,Nimaima
67.44,25491,Nocaima
143.72,25506,Venecia
71.49,25513,Pacho
88.31,25518,Paime
56.2,25524,Pandi
87.15,25530,Paratebueno
80.27,25535,Pasca
63.98,25572,Puerto Salgar
59.81,25580,Pulí
78.82,25592,Quebradanegra
87.76,25594,Quetame
53.46,25596,Quipile
58.72,25599,Apulo
74.53,25612,Ricaurte
64.17,25645,San Antonio del Tequendama
59.62,25649,San Bernardo
76.25,25653,San Cayetano
59.24,25658,San Francisco
68.85,25662,San Juan de Río Seco
89.76,25718,Sasaima
55.75,25736,Sesquilé
69.27,25740,Sibaté
73.81,25743,Silvania
69.77,25745,Simijaca
86.18,25754,Soacha
75.82,25758,Sopó
107.54,25769,Subachoque
54.77,25772,Suesca
69.14,25777,Supatá
33.22,52490,Olaya Herrera
25.66,25779,Susa
64.91,25781,Sutatausa
62.58,25785,Tabio
79.74,25793,Tausa
62.96,25797,Tena
141.58,25799,Tenjo
67.73,25805,Tibacuy
62.56,25807,Tibirita
51.9,25815,Tocaima
88.2,25817,Tocancipá
63.44,25823,Topaipí
60.33,25839,Ubalá
95.92,25841,Ubaque
92.91,25843,Villa de San Diego de Ubate
61.99,25845,Une
63.32,25851,Útica
53.75,25862,Vergara
74.16,25867,Vianí
88.0,25871,Villagómez
85.76,25873,Villapinzón
89.81,25875,Villeta
91.12,25878,Viotá
50.72,25885,Yacopí
50.11,25898,Zipacón
74.26,25899,Zipaquirá
72.19,27001,Quibdó
100.82,27006,Acandí
16.95,27025,Alto Baudo
34.32,27050,Atrato
48.58,27073,Bagadó
64.51,27075,Bahía Solano
40.96,27077,Bajo Baudó
31.9,27099,Bojaya
34.21,27135,El Cantón del San Pablo
75.1,27150,Carmen del Darien
32.18,27160,Cértegui
63.4,27205,Condoto
26.24,27245,El Carmen de Atrato
31.04,27250,El Litoral del San Juan
95.05,27361,Istmina
52.05,27372,Juradó
25.09,27413,Lloró
5.41,27425,Medio Atrato
24.26,27430,Medio Baudó
29.83,27450,Medio San Juan
59.59,52506,Ospina
44.13,27491,Nóvita
35.11,27495,Nuquí
24.75,27580,Río Iro
42.66,27600,Río Quito
60.57,27615,Riosucio
53.15,27660,San José del Palmar
29.17,27745,Sipí
64.44,27787,Tadó
55.09,27800,Unguía
32.12,27810,Unión Panamericana
82.06,41001,Neiva
70.11,41006,Acevedo
70.07,41013,Agrado
41.18,41016,Aipe
69.69,41020,Algeciras
57.38,41026,Altamira
50.56,41078,Baraya
66.93,41132,Campoalegre
34.05,41206,Colombia
74.86,41244,Elías
60.96,41298,Garzón
66.05,41306,Gigante
68.58,41319,Guadalupe
70.85,41349,Hobo
67.79,41357,Iquira
72.88,41359,Isnos
69.2,41378,La Argentina
70.61,41396,La Plata
78.36,41483,Nátaga
54.6,41503,Oporapa
83.79,41518,Paicol
68.61,41524,Palermo
75.86,41530,Palestina
86.09,41548,Pital
81.56,41551,Pitalito
107.97,41615,Rivera
68.98,41660,Saladoblanco
72.66,41668,San Agustín
69.76,41676,Santa María
74.82,41770,Suaza
82.7,41791,Tarqui
83.33,41797,Tesalia
56.36,41799,Tello
61.51,41801,Teruel
76.96,41807,Timaná
50.66,41872,Villavieja
71.05,41885,Yaguará
45.63,44001,Riohacha
66.77,44035,Albania
55.25,44078,Barrancas
51.8,44090,Dibulla
38.88,44098,Distracción
56.06,44110,El Molino
91.3,44279,Fonseca
47.63,44378,Hatonuevo
61.64,44420,La Jagua del Pilar
63.83,44430,Maicao
27.2,44560,Manaure
94.52,44650,San Juan del Cesar
21.09,44847,Uribia
44.53,44855,Urumita
75.29,44874,Villanueva
74.95,47001,Santa Marta
73.71,47030,Algarrobo
59.08,47053,Aracataca
62.68,47058,Ariguaní
64.27,47161,Cerro San Antonio
67.4,47170,Chibolo
78.82,47189,Ciénaga
105.0,47205,Concordia
80.13,47245,El Banco
79.51,47258,El Piñon
68.85,47268,El Retén
81.19,47288,Fundación
77.13,47318,Guamal
60.64,47460,Nueva Granada
86.14,47541,Pedraza
49.75,47545,Pijiño del Carmen
75.51,47551,Pivijay
56.28,47555,Plato
41.92,47570,Puebloviejo
53.02,47605,Remolino
41.74,47660,Sabanas de San Angel
105.72,47675,Salamina
86.43,47692,San Sebastián de Buenavista
93.73,47703,San Zenón
54.8,47707,Santa Ana
40.0,47720,Santa Bárbara de Pinto
41.72,47745,Sitionuevo
74.62,47798,Tenerife
60.34,47960,Zapayán
67.73,47980,Zona Bananera
79.47,50001,Villavicencio
100.75,50006,Acacías
125.98,50110,Barranca de Upía
101.62,50124,Cabuyaro
108.61,50150,Castilla la Nueva
84.03,50223,Cubarral
94.61,50226,Cumaral
93.57,50245,El Calvario
104.96,50251,El Castillo
102.04,50270,El Dorado
69.67,50287,Fuente de Oro
92.65,50313,Granada
111.69,50318,Guamal
16.65,50325,Mapiripán
58.86,50330,Mesetas
29.74,50350,La Macarena
36.45,50370,Uribe
93.33,50400,Lejanías
30.22,50450,Puerto Concordia
94.97,50568,Puerto Gaitán
77.54,50573,Puerto López
62.73,50577,Puerto Lleras
33.31,50590,Puerto Rico
160.47,50606,Restrepo
85.24,50680,San Carlos de Guaroa
55.74,50683,San Juan de Arama
55.75,50686,San Juanito
78.75,50689,San Martín
50.57,50711,Vistahermosa
75.54,52001,Pasto
30.14,52019,Albán
135.0,52022,Aldana
95.58,52036,Ancuyá
90.13,52051,Arboleda
45.19,52079,Barbacoas
71.16,52083,Belén
54.31,52110,Buesaco
55.83,52203,Colón
88.98,52207,Consaca
38.42,52210,Contadero
93.91,52215,Córdoba
54.42,52224,Cuaspud
62.01,52227,Cumbal
32.75,52233,Cumbitara
68.76,52240,Chachagüí
35.05,52250,El Charco
68.76,52254,El Peñol
54.67,52256,El Rosario
83.54,52258,El Tablón de Gómez
74.47,52260,El Tambo
73.35,52287,Funes
97.05,52317,Guachucal
74.37,52320,Guaitarilla
105.72,52323,Gualmatán
78.87,52352,Iles
94.86,52354,Imués
61.59,52356,Ipiales
71.55,52378,La Cruz
69.44,52381,La Florida
57.56,52385,La Llanada
29.05,52390,La Tola
88.59,52399,La Unión
42.55,52405,Leiva
70.34,52411,Linares
24.61,52418,Los Andes
20.4,52427,Magüi
55.91,52435,Mallama
16.85,52473,Mosquera
24.22,52520,Francisco Pizarro
48.45,52540,Policarpa
83.15,52560,Potosí
80.88,52573,Puerres
83.91,52585,Pupiales
39.99,52612,Ricaurte
24.44,52621,Roberto Payán
36.11,52678,Samaniego
54.02,52683,Sandoná
29.86,52685,San Bernardo
67.8,52687,San Lorenzo
60.4,52693,San Pablo
53.93,52694,San Pedro de Cartago
24.79,52696,Santa Bárbara
15.75,52699,Santacruz
66.94,52720,Sapuyes
72.15,52786,Taminango
68.94,52788,Tangua
55.36,52835,San Andres de Tumaco
73.85,52838,Túquerres
70.95,52885,Yacuanquer
80.07,54001,Cúcuta
48.95,54003,Abrego
65.36,54051,Arboledas
79.59,54099,Bochalema
73.9,54109,Bucarasica
95.38,54125,Cácota
60.14,54128,Cachirá
75.62,54172,Chinácota
68.36,54174,Chitagá
104.17,54206,Convención
61.56,54223,Cucutilla
81.75,54239,Durania
40.63,54245,El Carmen
94.47,54250,El Tarra
83.54,54261,El Zulia
69.25,54313,Gramalote
37.66,54344,Hacarí
37.08,54347,Herrán
67.19,54377,Labateca
59.23,54385,La Esperanza
69.45,54398,La Playa
76.08,54405,Los Patios
74.07,54418,Lourdes
77.9,54480,Mutiscua
82.56,54498,Ocaña
59.13,54518,Pamplona
72.78,54520,Pamplonita
58.44,54553,Puerto Santander
60.71,54599,Ragonvalia
88.63,54660,Salazar
23.05,54670,San Calixto
82.51,54673,San Cayetano
65.24,54680,Santiago
61.09,54720,Sardinata
88.96,54743,Silos
33.22,54800,Teorama
82.64,54810,Tibú
70.52,54820,Toledo
41.16,54871,Villa Caro
69.37,54874,Villa del Rosario
75.77,63001,Armenia
80.45,63111,Buenavista
68.76,63130,Calarca
67.62,63190,Circasia
86.65,63212,Córdoba
79.72,63272,Filandia
80.86,63302,Génova
57.73,63401,La Tebaida
62.16,63470,Montenegro
116.1,63548,Pijao
72.18,63594,Quimbaya
111.48,63690,Salento
84.51,66001,Pereira
44.69,66045,Apía
79.81,66075,Balboa
67.08,66088,Belén de Umbría
73.38,66170,Dosquebradas
73.9,66318,Guática
56.51,66383,La Celia
80.96,66400,La Virginia
55.48,66440,Marsella
36.8,66456,Mistrató
53.36,66572,Pueblo Rico
65.76,66594,Quinchía
76.25,66682,Santa Rosa de Cabal
58.72,66687,Santuario
89.0,68001,Bucaramanga
72.65,68013,Aguada
54.77,68020,Albania
87.79,68051,Aratoca
81.87,68077,Barbosa
81.14,15507,Otanche
86.1,68079,Barichara
100.85,68081,Barrancabermeja
95.74,68092,Betulia
70.78,68101,Bolívar
56.65,68121,Cabrera
60.27,68132,California
90.99,68147,Capitanejo
84.41,68152,Carcasí
80.31,68160,Cepitá
85.43,68162,Cerrito
98.06,68167,Charalá
70.32,68169,Charta
100.0,68176,Chima
78.64,68179,Chipatá
52.87,68190,Cimitarra
68.1,68207,Concepción
84.02,68209,Confines
83.27,68211,Contratación
51.7,68217,Coromoro
88.35,68229,Curití
95.92,68895,Zapatoca
62.56,68235,El Carmen de Chucurí
98.33,68245,El Guacamayo
56.17,68250,El Peñón
82.36,68255,El Playón
76.09,68264,Encino
108.25,68266,Enciso
72.91,68271,Florián
85.58,68276,Floridablanca
95.21,68296,Galán
58.31,68298,Gambita
62.23,68307,Girón
72.05,68318,Guaca
92.4,68320,Guadalupe
84.96,68322,Guapotá
49.12,68324,Guavatá
120.26,68327,Güepsa
94.74,68344,Hato
88.57,68368,Jesús María
139.71,68370,Jordán
61.69,68377,La Belleza
57.38,68385,Landázuri
72.12,68397,La Paz
83.69,68406,Lebríja
93.21,68418,Los Santos
110.0,68425,Macaravita
116.22,68432,Málaga
101.78,68444,Matanza
79.66,68464,Mogotes
73.03,68468,Molagavita
82.86,68498,Ocamonte
76.48,68500,Oiba
51.77,68502,Onzaga
41.98,68522,Palmar
94.12,68524,Palmas del Socorro
75.23,68533,Páramo
88.8,68547,Piedecuesta
59.27,68549,Pinchote
158.4,68572,Puente Nacional
57.56,68573,Puerto Parra
81.8,68575,Puerto Wilches
80.13,68615,Rionegro
150.08,68655,Sabana de Torres
103.82,68669,San Andrés
48.66,68673,San Benito
143.65,68679,San Gil
93.48,68682,San Joaquín
66.79,68684,San José de Miranda
109.09,68686,San Miguel
67.84,68689,San Vicente de Chucurí
82.22,68705,Santa Bárbara
66.03,68720,Santa Helena del Opón
95.38,68745,Simacota
88.64,68755,Socorro
92.22,68770,Suaita
68.11,68773,Sucre
80.51,68780,Suratá
77.75,68820,Tona
117.22,68855,Valle de San José
73.94,68861,Vélez
49.47,68867,Vetas
116.09,68872,Villanueva
81.0,70001,Sincelejo
72.66,70110,Buenavista
83.04,70124,Caimito
115.62,70204,Colosó
89.4,70215,Corozal
75.37,70221,Coveñas
72.07,70230,Chalán
64.77,70233,El Roble
74.9,70235,Galeras
88.8,15686,Santana
58.42,70265,Guaranda
68.52,70400,La Unión
89.67,70418,Los Palmitos
83.98,70429,Majagual
55.85,70473,Morroa
79.82,70508,Ovejas
65.75,70523,Palmito
81.84,70670,Sampués
62.37,70678,San Benito Abad
78.68,70702,San Juan de Betulia
69.25,70708,San Marcos
65.38,70713,San Onofre
90.91,70717,San Pedro
59.57,70742,Sincé
71.3,70771,Sucre
65.75,70820,Santiago de Tolú
85.01,70823,Toluviejo
74.11,73001,Ibagué
74.1,73024,Alpujarra
62.8,73026,Alvarado
61.85,73030,Ambalema
34.36,73043,Anzoátegui
79.11,73055,Armero
61.22,73067,Ataco
65.81,73124,Cajamarca
91.18,73148,Carmen de Apicalá
63.78,73152,Casabianca
74.87,73168,Chaparral
56.7,73200,Coello
69.79,73217,Coyaima
76.68,73226,Cunday
79.51,73236,Dolores
73.57,73268,Espinal
80.25,73270,Falan
64.15,73275,Flandes
80.08,73283,Fresno
75.18,73319,Guamo
73.29,73347,Herveo
73.1,73349,Honda
93.54,73352,Icononzo
84.33,73408,Lérida
76.97,73411,Líbano
92.56,73443,Mariquita
83.71,73449,Melgar
56.64,73461,Murillo
57.34,73483,Natagaima
73.12,73504,Ortega
69.76,73520,Palocabildo
58.89,73547,Piedras
59.32,73555,Planadas
101.56,73563,Prado
59.66,73585,Purificación
54.38,73616,Rioblanco
68.42,73622,Roncesvalles
88.23,73624,Rovira
73.31,73671,Saldaña
78.67,73675,San Antonio
58.77,73678,San Luis
72.42,73686,Santa Isabel
54.52,73770,Suárez
54.02,73854,Valle de San Juan
47.07,73861,Venadillo
54.89,73870,Villahermosa
89.04,73873,Villarrica
67.33,76001,Cali
41.71,76020,Alcalá
82.38,76036,Andalucía
64.08,76041,Ansermanuevo
69.45,76054,Argelia
89.36,76100,Bolívar
51.69,76109,Buenaventura
98.05,76111,Guadalajara de Buga
92.8,76113,Bugalagrande
66.38,76122,Caicedonia
86.67,05001,Medellín
96.59,76126,Calima El Darien
94.47,76130,Candelaria
75.22,76147,Cartago
94.32,76233,Dagua
60.17,76243,El Águila
45.95,76246,El Cairo
84.42,76248,El Cerrito
76.01,76250,El Dovio
81.33,76275,Florida
118.92,76306,Ginebra
71.45,76318,Guacarí
79.69,76364,Jamundí
104.47,76377,La Cumbre
70.74,76400,La Unión
90.37,76403,La Victoria
45.31,76497,Obando
85.29,76520,Palmira
62.7,76563,Pradera
89.06,76606,Restrepo
91.08,76616,Riofrío
104.82,76622,Roldanillo
73.38,76670,San Pedro
66.44,76736,Sevilla
80.13,68464,Mogotes
64.67,76823,Toro
75.72,76828,Trujillo
85.11,76834,Tuluá
70.38,76845,Ulloa
74.36,76863,Versalles
82.29,76869,Vijes
76.66,76890,Yotoco
81.74,76892,Yumbo
74.43,76895,Zarzal
50.14,81001,Arauca
52.38,81065,Arauquita
55.85,81220,Cravo Norte
46.92,81300,Fortul
54.98,81591,Puerto Rondón
70.96,81736,Saravena
74.56,81794,Tame
85.86,85001,Yopal
67.8,85010,Aguazul
60.2,85015,Chameza
65.34,85125,Hato Corozal
66.12,85136,La Salina
103.4,85139,Maní
81.86,85162,Monterrey
62.43,85225,Nunchía
91.95,85230,Orocué
90.39,85250,Paz de Ariporo
102.65,85263,Pore
14.67,85279,Recetor
95.93,85300,Sabanalarga
50.88,85315,Sácama
59.72,85325,San Luis de Palenque
54.34,85400,Támara
92.8,85410,Tauramena
58.42,85430,Trinidad
106.28,85440,Villanueva
88.15,86001,Mocoa
72.92,86219,Colón
76.73,41244,Elías
47.56,86320,Orito
69.62,86568,Puerto Asís
51.25,86569,Puerto Caicedo
58.31,86571,Puerto Guzmán
100.75,86573,Leguízamo
105.24,86749,Sibundoy
45.88,86755,San Francisco
43.95,86757,San Miguel
41.5,86760,Santiago
47.93,86865,Valle del Guamuez
92.71,86885,Villagarzón
58.46,88001,San Andrés
77.81,88564,Providencia
94.94,91001,Leticia
19.92,91263,El Encanto
30.28,91405,La Chorrera
23.78,91407,La Pedrera
36.99,91460,Miriti - Paraná
4.9,91530,Puerto Alegría
19.31,91536,Puerto Arica
46.77,91540,Puerto Nariño
12.5,91669,Puerto Santander
35.27,91798,Tarapacá
66.47,94001,Inírida
40.82,94343,Barranco Minas
10.89,94663,Mapiripana
13.93,94883,San Felipe
2.98,94884,Puerto Colombia
5.83,94887,Pana Pana
13.87,94888,Morichal
52.66,95001,San José del Guaviare
48.89,95015,Calamar
30.59,95025,El Retorno
16.5,95200,Miraflores
41.14,97001,Mitú
49.81,97161,Caruru
21.26,97511,Pacoa
79.35,97666,Taraira
41.88,97889,Yavaraté
65.66,99001,Puerto Carreño
34.36,99524,La Primavera
45.71,99624,Santa Rosalía
20.64,99773,Cumaribo
85.96,05001,Medellín
60.18,05002,Abejorral
63.37,05004,Abriaquí
45.3,05021,Alejandría
71.97,05030,Amagá
60.9,05031,Amalfi
77.64,05034,Andes
78.61,05036,Angelópolis
103.31,05038,Angostura
63.44,05040,Anorí
97.46,05042,Santafé de Antioquia
50.39,05044,Anza
89.44,05045,Apartadó
97.95,05051,Arboletes
54.42,05055,Argelia
48.94,05059,Armenia
80.94,05079,Barbosa
93.05,05086,Belmira
73.67,05088,Bello
47.79,05091,Betania
81.24,05093,Betulia
69.06,05101,Ciudad Bolívar
60.15,05107,Briceño
55.48,05113,Buriticá
70.11,05120,Cáceres
65.58,05125,Caicedo
88.0,05129,Caldas
34.6,05134,Campamento
75.95,05138,Cañasgordas
56.27,05142,Caracolí
84.4,05145,Caramanta
83.74,05147,Carepa
79.91,05148,El Carmen de Viboral
81.69,05150,Carolina
87.93,05154,Caucasia
81.47,05172,Chigorodó
82.34,05190,Cisneros
75.86,05197,Cocorná
32.43,05206,Concepción
78.04,05209,Concordia
96.56,05212,Copacabana
54.91,05234,Dabeiba
89.21,05237,Don Matías
67.74,05240,Ebéjico
70.04,05250,El Bagre
75.88,05264,Entrerrios
87.15,05266,Envigado
65.74,05282,Fredonia
63.6,05284,Frontino
83.7,05306,Giraldo
78.77,05308,Girardota
72.46,05310,Gómez Plata
70.71,05313,Granada
51.29,05315,Guadalupe
63.12,05318,Guarne
89.54,05321,Guatape
92.11,05347,Heliconia
81.71,05353,Hispania
82.15,05360,Itagüí
64.39,05361,Ituango
82.37,05364,Jardín
73.49,05368,Jericó
78.75,05376,La Ceja
105.04,05380,La Estrella
81.59,05390,La Pintada
81.1,05400,La Unión
78.2,05411,Liborina
77.97,05425,Maceo
96.76,05440,Marinilla
53.79,05467,Montebello
22.85,05475,Murindó
91.82,05480,Mutatá
57.87,05483,Nariño
97.43,05490,Necoclí
65.68,05495,Nechí
64.73,05501,Olaya
61.26,05541,Peñol
56.53,05543,Peque
61.78,05576,Pueblorrico
78.22,05579,Puerto Berrío
71.28,05585,Puerto Nare
78.55,05591,Puerto Triunfo
77.92,05604,Remedios
90.2,05607,Retiro
86.75,05615,Rionegro
63.96,05628,Sabanalarga
89.15,05631,Sabaneta
52.12,05642,Salgar
49.73,05647,San Andrés
77.76,05649,San Carlos
47.61,05652,San Francisco
65.88,05656,San Jerónimo
66.89,05658,San José de la Montaña
83.08,05659,San Juan de Urabá
69.76,05660,San Luis
107.12,05664,San Pedro
88.14,05665,San Pedro de Uraba
116.19,05667,San Rafael
66.02,05670,San Roque
61.18,05674,San Vicente
62.46,05679,Santa Bárbara
101.17,05686,Santa Rosa de Osos
91.07,05690,Santo Domingo
76.15,05697,El Santuario
72.65,05736,Segovia
75.88,05756,Sonson
77.0,05761,Sopetrán
78.58,05789,Támesis
67.72,05790,Tarazá
53.77,05792,Tarso
60.7,05809,Titiribí
78.78,05819,Toledo
93.05,05837,Turbo
49.52,05842,Uramita
64.79,05847,Urrao
51.99,05854,Valdivia
63.11,05856,Valparaíso
77.4,05858,Vegachí
79.09,05861,Venecia
